CODIGO;TITULO;
213435;Petrógrafo;"INSERT INTO states (code, title) VALUES ('213435','Petrógrafo');"
213430;Paleontólogo;"INSERT INTO states (code, title) VALUES ('213430','Paleontólogo');"
213405;Geólogo;"INSERT INTO states (code, title) VALUES ('213405','Geólogo');"
214010;Tecnólogo em meio ambiente;"INSERT INTO states (code, title) VALUES ('214010','Tecnólogo em meio ambiente');"
214005;Engenheiro ambiental;"INSERT INTO states (code, title) VALUES ('214005','Engenheiro ambiental');"
214105;Arquiteto de edificações;"INSERT INTO states (code, title) VALUES ('214105','Arquiteto de edificações');"
214120;Arquiteto paisagista;"INSERT INTO states (code, title) VALUES ('214120','Arquiteto paisagista');"
214115;Arquiteto de patrimônio;"INSERT INTO states (code, title) VALUES ('214115','Arquiteto de patrimônio');"
214110;Arquiteto de interiores;"INSERT INTO states (code, title) VALUES ('214110','Arquiteto de interiores');"
214130;Urbanista;"INSERT INTO states (code, title) VALUES ('214130','Urbanista');"
214125;Arquiteto urbanista;"INSERT INTO states (code, title) VALUES ('214125','Arquiteto urbanista');"
214205;Engenheiro civil;"INSERT INTO states (code, title) VALUES ('214205','Engenheiro civil');"
214210;Engenheiro civil (aeroportos);"INSERT INTO states (code, title) VALUES ('214210','Engenheiro civil (aeroportos)');"
214215;Engenheiro civil (edificações);"INSERT INTO states (code, title) VALUES ('214215','Engenheiro civil (edificações)');"
214220;Engenheiro civil (estruturas metálicas);"INSERT INTO states (code, title) VALUES ('214220','Engenheiro civil (estruturas metálicas)');"
214225;Engenheiro civil (ferrovias e metrovias);"INSERT INTO states (code, title) VALUES ('214225','Engenheiro civil (ferrovias e metrovias)');"
214230;Engenheiro civil (geotécnia);"INSERT INTO states (code, title) VALUES ('214230','Engenheiro civil (geotécnia)');"
214235;Engenheiro civil (hidrologia);"INSERT INTO states (code, title) VALUES ('214235','Engenheiro civil (hidrologia)');"
214240;Engenheiro civil (hidráulica);"INSERT INTO states (code, title) VALUES ('214240','Engenheiro civil (hidráulica)');"
214245;Engenheiro civil (pontes e viadutos);"INSERT INTO states (code, title) VALUES ('214245','Engenheiro civil (pontes e viadutos)');"
214250;Engenheiro civil (portos e vias navegáveis);"INSERT INTO states (code, title) VALUES ('214250','Engenheiro civil (portos e vias navegáveis)');"
214255;Engenheiro civil (rodovias);"INSERT INTO states (code, title) VALUES ('214255','Engenheiro civil (rodovias)');"
214260;Engenheiro civil (saneamento);"INSERT INTO states (code, title) VALUES ('214260','Engenheiro civil (saneamento)');"
214265;Engenheiro civil (túneis);"INSERT INTO states (code, title) VALUES ('214265','Engenheiro civil (túneis)');"
214270;Engenheiro civil (transportes e trânsito);"INSERT INTO states (code, title) VALUES ('214270','Engenheiro civil (transportes e trânsito)');"
214280;Tecnólogo em construção civil;"INSERT INTO states (code, title) VALUES ('214280','Tecnólogo em construção civil');"
214330;Engenheiro eletrônico de projetos;"INSERT INTO states (code, title) VALUES ('214330','Engenheiro eletrônico de projetos');"
214315;Engenheiro eletricista de manutenção;"INSERT INTO states (code, title) VALUES ('214315','Engenheiro eletricista de manutenção');"
214320;Engenheiro eletricista de projetos;"INSERT INTO states (code, title) VALUES ('214320','Engenheiro eletricista de projetos');"
214325;Engenheiro eletrônico de manutenção;"INSERT INTO states (code, title) VALUES ('214325','Engenheiro eletrônico de manutenção');"
214335;Engenheiro de manutenção de telecomunicações;"INSERT INTO states (code, title) VALUES ('214335','Engenheiro de manutenção de telecomunicações');"
214340;Engenheiro de telecomunicações;"INSERT INTO states (code, title) VALUES ('214340','Engenheiro de telecomunicações');"
214345;Engenheiro projetista de telecomunicações;"INSERT INTO states (code, title) VALUES ('214345','Engenheiro projetista de telecomunicações');"
214350;Engenheiro de redes de comunicação;"INSERT INTO states (code, title) VALUES ('214350','Engenheiro de redes de comunicação');"
214360;Tecnólogo em eletricidade;"INSERT INTO states (code, title) VALUES ('214360','Tecnólogo em eletricidade');"
214365;Tecnólogo em eletrônica;"INSERT INTO states (code, title) VALUES ('214365','Tecnólogo em eletrônica');"
214310;Engenheiro eletrônico;"INSERT INTO states (code, title) VALUES ('214310','Engenheiro eletrônico');"
214305;Engenheiro eletricista;"INSERT INTO states (code, title) VALUES ('214305','Engenheiro eletricista');"
214370;Tecnólogo em telecomunicações;"INSERT INTO states (code, title) VALUES ('214370','Tecnólogo em telecomunicações');"
214425;Engenheiro aeronáutico;"INSERT INTO states (code, title) VALUES ('214425','Engenheiro aeronáutico');"
214420;Engenheiro mecânico industrial;"INSERT INTO states (code, title) VALUES ('214420','Engenheiro mecânico industrial');"
214415;Engenheiro mecânico (energia nuclear);"INSERT INTO states (code, title) VALUES ('214415','Engenheiro mecânico (energia nuclear)');"
214410;Engenheiro mecânico automotivo;"INSERT INTO states (code, title) VALUES ('214410','Engenheiro mecânico automotivo');"
214405;Engenheiro mecânico;"INSERT INTO states (code, title) VALUES ('214405','Engenheiro mecânico');"
214430;Engenheiro naval;"INSERT INTO states (code, title) VALUES ('214430','Engenheiro naval');"
214435;Tecnólogo em fabricação mecânica;"INSERT INTO states (code, title) VALUES ('214435','Tecnólogo em fabricação mecânica');"
214535;Tecnólogo em produção sulcroalcooleira;"INSERT INTO states (code, title) VALUES ('214535','Tecnólogo em produção sulcroalcooleira');"
214520;Engenheiro químico (papel e celulose);"INSERT INTO states (code, title) VALUES ('214520','Engenheiro químico (papel e celulose)');"
214525;Engenheiro químico (petróleo e borracha);"INSERT INTO states (code, title) VALUES ('214525','Engenheiro químico (petróleo e borracha)');"
214530;Engenheiro químico (utilidades e meio ambiente);"INSERT INTO states (code, title) VALUES ('214530','Engenheiro químico (utilidades e meio ambiente)');"
214515;Engenheiro químico (mineração, metalurgia, siderurgia, cimenteira e cerâmica);"INSERT INTO states (code, title) VALUES ('214515','Engenheiro químico (mineração, metalurgia, siderurgia, cimenteira e cerâmica)');"
214510;Engenheiro químico (indústria química);"INSERT INTO states (code, title) VALUES ('214510','Engenheiro químico (indústria química)');"
214505;Engenheiro químico;"INSERT INTO states (code, title) VALUES ('214505','Engenheiro químico');"
214605;Engenheiro de materiais;"INSERT INTO states (code, title) VALUES ('214605','Engenheiro de materiais');"
214615;Tecnólogo em metalurgia;"INSERT INTO states (code, title) VALUES ('214615','Tecnólogo em metalurgia');"
214610;Engenheiro metalurgista;"INSERT INTO states (code, title) VALUES ('214610','Engenheiro metalurgista');"
214730;Engenheiro de minas (planejamento);"INSERT INTO states (code, title) VALUES ('214730','Engenheiro de minas (planejamento)');"
214735;Engenheiro de minas (processo);"INSERT INTO states (code, title) VALUES ('214735','Engenheiro de minas (processo)');"
214750;Tecnólogo em rochas ornamentais;"INSERT INTO states (code, title) VALUES ('214750','Tecnólogo em rochas ornamentais');"
214745;Tecnólogo em petróleo e gás;"INSERT INTO states (code, title) VALUES ('214745','Tecnólogo em petróleo e gás');"
214740;Engenheiro de minas (projeto);"INSERT INTO states (code, title) VALUES ('214740','Engenheiro de minas (projeto)');"
214705;Engenheiro de minas;"INSERT INTO states (code, title) VALUES ('214705','Engenheiro de minas');"
214710;Engenheiro de minas (beneficiamento);"INSERT INTO states (code, title) VALUES ('214710','Engenheiro de minas (beneficiamento)');"
214715;Engenheiro de minas (lavra a céu aberto);"INSERT INTO states (code, title) VALUES ('214715','Engenheiro de minas (lavra a céu aberto)');"
214720;Engenheiro de minas (lavra subterrânea);"INSERT INTO states (code, title) VALUES ('214720','Engenheiro de minas (lavra subterrânea)');"
214725;Engenheiro de minas (pesquisa mineral);"INSERT INTO states (code, title) VALUES ('214725','Engenheiro de minas (pesquisa mineral)');"
214810;Engenheiro cartógrafo;"INSERT INTO states (code, title) VALUES ('214810','Engenheiro cartógrafo');"
214805;Engenheiro agrimensor;"INSERT INTO states (code, title) VALUES ('214805','Engenheiro agrimensor');"
214935;Tecnólogo em segurança do trabalho;"INSERT INTO states (code, title) VALUES ('214935','Tecnólogo em segurança do trabalho');"
214930;Tecnólogo em produção industrial;"INSERT INTO states (code, title) VALUES ('214930','Tecnólogo em produção industrial');"
214925;Engenheiro de tempos e movimentos;"INSERT INTO states (code, title) VALUES ('214925','Engenheiro de tempos e movimentos');"
214905;Engenheiro de produção;"INSERT INTO states (code, title) VALUES ('214905','Engenheiro de produção');"
214910;Engenheiro de controle de qualidade;"INSERT INTO states (code, title) VALUES ('214910','Engenheiro de controle de qualidade');"
214940;Higienista ocupacional;"INSERT INTO states (code, title) VALUES ('214940','Higienista ocupacional');"
214920;Engenheiro de riscos;"INSERT INTO states (code, title) VALUES ('214920','Engenheiro de riscos');"
214915;Engenheiro de segurança do trabalho;"INSERT INTO states (code, title) VALUES ('214915','Engenheiro de segurança do trabalho');"
215105;Agente de manobra e docagem;"INSERT INTO states (code, title) VALUES ('215105','Agente de manobra e docagem');"
215110;Capitão de manobra da marinha mercante;"INSERT INTO states (code, title) VALUES ('215110','Capitão de manobra da marinha mercante');"
215150;Vistoriador naval;"INSERT INTO states (code, title) VALUES ('215150','Vistoriador naval');"
215145;Prático de portos da marinha mercante;"INSERT INTO states (code, title) VALUES ('215145','Prático de portos da marinha mercante');"
215140;Oficial de quarto de navegação da marinha mercante;"INSERT INTO states (code, title) VALUES ('215140','Oficial de quarto de navegação da marinha mercante');"
215135;Inspetor naval;"INSERT INTO states (code, title) VALUES ('215135','Inspetor naval');"
215130;Inspetor de terminal;"INSERT INTO states (code, title) VALUES ('215130','Inspetor de terminal');"
215125;Imediato da marinha mercante;"INSERT INTO states (code, title) VALUES ('215125','Imediato da marinha mercante');"
215115;Comandante da marinha mercante;"INSERT INTO states (code, title) VALUES ('215115','Comandante da marinha mercante');"
215120;Coordenador de operações de combate à poluição no meio aquaviário;"INSERT INTO states (code, title) VALUES ('215120','Coordenador de operações de combate à poluição no meio aquaviário');"
215220;Superintendente técnico no transporte aquaviário;"INSERT INTO states (code, title) VALUES ('215220','Superintendente técnico no transporte aquaviário');"
215215;Segundo oficial de máquinas da marinha mercante;"INSERT INTO states (code, title) VALUES ('215215','Segundo oficial de máquinas da marinha mercante');"
215210;Primeiro oficial de máquinas da marinha mercante;"INSERT INTO states (code, title) VALUES ('215210','Primeiro oficial de máquinas da marinha mercante');"
215205;Oficial superior de máquinas da marinha mercante;"INSERT INTO states (code, title) VALUES ('215205','Oficial superior de máquinas da marinha mercante');"
215310;Piloto de ensaios em vôo;"INSERT INTO states (code, title) VALUES ('215310','Piloto de ensaios em vôo');"
215305;Piloto de aeronaves;"INSERT INTO states (code, title) VALUES ('215305','Piloto de aeronaves');"
215315;Instrutor de vôo;"INSERT INTO states (code, title) VALUES ('215315','Instrutor de vôo');"
221105;Biólogo;"INSERT INTO states (code, title) VALUES ('221105','Biólogo');"
